&,-l -> <1>,<2>,cd	confidence:0.8136645962732919
<1>,<2>,cp,| -> cd	confidence:0.9877300613496932
<2>,cp,| -> <1>,cd	confidence:0.9877300613496932
<1>,cp,| -> <2>,cd	confidence:0.9877300613496932
cp,| -> <1>,<2>,cd	confidence:0.9877300613496932
<2>,cd,ct,ll -> <1>	confidence:1.0
<1>,cd,ct,ll -> <2>	confidence:0.8489208633093526
cd,ct,ll -> <1>,<2>	confidence:0.8489208633093526
<1>,<2>,ct,ll -> cd	confidence:0.959349593495935
<2>,ct,ll -> <1>,cd	confidence:0.959349593495935
<2>,ct -> <1>,cd,ll	confidence:0.9291338582677166
<1>,<2>,ct -> cd,ll	confidence:0.9365079365079365
cd,ct -> <1>,<2>,ll	confidence:0.8251748251748252
<1>,cd,ct -> <2>,ll	confidence:0.8309859154929577
<2>,cd,ct -> <1>,ll	confidence:0.9752066115702479
<1>,<2>,cd,ct -> ll	confidence:0.9752066115702479
<2>,cd,date,ls -> <1>	confidence:1.0
<1>,<2>,date,ls -> cd	confidence:0.9285714285714286
<2>,date,ls -> <1>,cd	confidence:0.9285714285714286
<2>,cd,date -> <1>,ls	confidence:0.8297872340425532
<1>,<2>,cd,date -> ls	confidence:0.8297872340425532
<2>,cd,date,vi -> <1>	confidence:1.0
<1>,<2>,date,vi -> cd	confidence:0.9186991869918699
<2>,date,vi -> <1>,cd	confidence:0.9186991869918699
<2>,cd,date -> <1>,vi	confidence:0.8014184397163121
<1>,<2>,cd,date -> vi	confidence:0.8014184397163121
<2>,cd,diff,ls -> <1>	confidence:1.0
<1>,cd,diff,ls -> <2>	confidence:0.9927007299270073
cd,diff,ls -> <1>,<2>	confidence:0.9927007299270073
<1>,<2>,diff,ls -> cd	confidence:0.9927007299270073
<2>,diff,ls -> <1>,cd	confidence:0.9927007299270073
<1>,diff,ls -> <2>,cd	confidence:0.9855072463768116
diff,ls -> <1>,<2>,cd	confidence:0.9855072463768116
<2>,cd,diff,rm -> <1>	confidence:1.0
<1>,cd,diff,rm -> <2>	confidence:1.0
cd,diff,rm -> <1>,<2>	confidence:1.0
<1>,<2>,diff,rm -> cd	confidence:0.9826086956521739
<2>,diff,rm -> <1>,cd	confidence:0.9826086956521739
<1>,diff,rm -> <2>,cd	confidence:0.9826086956521739
diff,rm -> <1>,<2>,cd	confidence:0.9826086956521739
<2>,cd,diff,vi -> <1>	confidence:1.0
<1>,cd,diff,vi -> <2>	confidence:0.9920634920634921
cd,diff,vi -> <1>,<2>	confidence:0.9920634920634921
<1>,<2>,diff,vi -> cd	confidence:0.984251968503937
<2>,diff,vi -> <1>,cd	confidence:0.984251968503937
<1>,diff,vi -> <2>,cd	confidence:0.9765625
diff,vi -> <1>,<2>,cd	confidence:0.9765625
<2>,cd,dir,ll -> <1>	confidence:1.0
<1>,<2>,dir,ll -> cd	confidence:1.0
<2>,dir,ll -> <1>,cd	confidence:1.0
<2>,cd,dir,rm -> <1>	confidence:1.0
<1>,cd,dir,rm -> <2>	confidence:0.8692307692307693
cd,dir,rm -> <1>,<2>	confidence:0.8692307692307693
<1>,<2>,dir,rm -> cd	confidence:1.0
<2>,dir,rm -> <1>,cd	confidence:0.9912280701754386
<1>,dir,rm -> <2>,cd	confidence:0.8432835820895522
dir,rm -> <1>,<2>,cd	confidence:0.837037037037037
<2>,cd,dir,vi -> <1>	confidence:1.0
<1>,cd,dir,vi -> <2>	confidence:0.8218390804597702
cd,dir,vi -> <1>,<2>	confidence:0.8218390804597702
<1>,<2>,dir,vi -> cd	confidence:1.0
<2>,dir,vi -> <1>,cd	confidence:1.0
<1>,dir,vi -> <2>,cd	confidence:0.8171428571428572
dir,vi -> <1>,<2>,cd	confidence:0.8171428571428572
<2>,cd,elm,exit -> <1>	confidence:1.0
<1>,<2>,elm,exit -> cd	confidence:0.8093023255813954
<2>,cd,elm,fg -> <1>	confidence:1.0
<1>,<2>,elm,fg -> cd	confidence:0.8483412322274881
<2>,elm,fg -> <1>,cd	confidence:0.8403755868544601
<2>,cd,elm,grep -> <1>	confidence:1.0
<1>,cd,elm,grep -> <2>	confidence:0.9076923076923077
cd,elm,grep -> <1>,<2>	confidence:0.9076923076923077
<1>,<2>,elm,grep -> cd	confidence:0.8309859154929577
<2>,elm,grep -> <1>,cd	confidence:0.8251748251748252
<2>,cd,elm,ll -> <1>	confidence:1.0
<1>,<2>,elm,ll -> cd	confidence:0.9652173913043478
<2>,elm,ll -> <1>,cd	confidence:0.9568965517241379
<2>,cd,elm,ls -> <1>	confidence:1.0
<1>,<2>,elm,ls -> cd	confidence:0.8916256157635468
<2>,elm,ls -> <1>,cd	confidence:0.8829268292682927
<2>,cd,elm,mail -> <1>	confidence:1.0
<2>,cd,elm,more -> <1>	confidence:1.0
<1>,<2>,elm,more -> cd	confidence:0.9019607843137255
<2>,elm,more -> <1>,cd	confidence:0.9019607843137255
<2>,cd,elm,mv -> <1>	confidence:1.0
<1>,cd,elm,mv -> <2>	confidence:0.9947089947089947
cd,elm,mv -> <1>,<2>	confidence:0.9947089947089947
<1>,<2>,elm,mv -> cd	confidence:0.9215686274509803
<2>,elm,mv -> <1>,cd	confidence:0.9170731707317074
<1>,elm,mv -> <2>,cd	confidence:0.9170731707317074
elm,mv -> <1>,<2>,cd	confidence:0.912621359223301
<2>,cd,elm,rm -> <1>	confidence:1.0
<1>,<2>,elm,rm -> cd	confidence:0.9011406844106464
<2>,elm,rm -> <1>,cd	confidence:0.9011406844106464
<2>,cd,elm,vi -> <1>	confidence:1.0
<1>,<2>,elm,vi -> cd	confidence:0.9016393442622951
<2>,elm,vi -> <1>,cd	confidence:0.9016393442622951
<2>,cd,emacs,ll -> <1>	confidence:1.0
<1>,<2>,emacs,ll -> cd	confidence:0.9572649572649573
<2>,emacs,ll -> <1>,cd	confidence:0.9572649572649573
<2>,cd,exit,ls -> <1>	confidence:1.0
<1>,<2>,exit,ls -> cd	confidence:0.9333333333333333
<2>,exit,ls -> <1>,cd	confidence:0.9267139479905437
<1>,<2>,exit -> cd,ls	confidence:0.8200836820083682
<2>,cd,exit -> <1>,ls	confidence:0.9560975609756097
<1>,<2>,cd,exit -> ls	confidence:0.9560975609756097
<2>,cd,exit,more -> <1>	confidence:1.0
<1>,<2>,exit,more -> cd	confidence:0.9703703703703703
<2>,exit,more -> <1>,cd	confidence:0.9703703703703703
<2>,cd,exit,mv -> <1>	confidence:1.0
<1>,cd,exit,mv -> <2>	confidence:1.0
cd,exit,mv -> <1>,<2>	confidence:1.0
<1>,<2>,exit,mv -> cd	confidence:0.9425287356321839
<2>,exit,mv -> <1>,cd	confidence:0.9425287356321839
<1>,exit,mv -> <2>,cd	confidence:0.9425287356321839
exit,mv -> <1>,<2>,cd	confidence:0.9425287356321839
<2>,cd,exit,rm -> <1>	confidence:1.0
<1>,<2>,exit,rm -> cd	confidence:0.9315068493150684
<2>,exit,rm -> <1>,cd	confidence:0.9315068493150684
<2>,cd,exit,vi -> <1>	confidence:1.0
<1>,<2>,exit,vi -> cd	confidence:0.9344827586206896
<2>,exit,vi -> <1>,cd	confidence:0.9344827586206896
<2>,cd,f,ll -> <1>	confidence:1.0
<1>,cd,f,ll -> <2>	confidence:0.8475609756097561
cd,f,ll -> <1>,<2>	confidence:0.8475609756097561
<1>,<2>,f,ll -> cd	confidence:0.9652777777777778
<2>,f,ll -> <1>,cd	confidence:0.9652777777777778
<2>,cd,fg,ll -> <1>	confidence:1.0
<1>,cd,fg,ll -> <2>	confidence:0.8160919540229885
cd,fg,ll -> <1>,<2>	confidence:0.8160919540229885
<1>,<2>,fg,ll -> cd	confidence:0.9466666666666667
<2>,fg,ll -> <1>,cd	confidence:0.9466666666666667
<2>,cd,fg,ls -> <1>	confidence:1.0
<1>,<2>,fg,ls -> cd	confidence:0.9098712446351931
<2>,fg,ls -> <1>,cd	confidence:0.902127659574468
<2>,cd,fg,mv -> <1>	confidence:1.0
<1>,cd,fg,mv -> <2>	confidence:1.0
cd,fg,mv -> <1>,<2>	confidence:1.0
<1>,<2>,fg,mv -> cd	confidence:0.9568345323741008
<2>,fg,mv -> <1>,cd	confidence:0.9568345323741008
<1>,fg,mv -> <2>,cd	confidence:0.9568345323741008
fg,mv -> <1>,<2>,cd	confidence:0.9568345323741008
<2>,cd,fg,rm -> <1>	confidence:1.0
<1>,cd,fg,rm -> <2>	confidence:0.8232558139534883
cd,fg,rm -> <1>,<2>	confidence:0.8232558139534883
<1>,<2>,fg,rm -> cd	confidence:0.9414893617021277
<2>,fg,rm -> <1>,cd	confidence:0.9414893617021277
<2>,cd,fg,vi -> <1>	confidence:1.0
<1>,<2>,fg,vi -> cd	confidence:0.9409448818897638
<2>,fg,vi -> <1>,cd	confidence:0.9409448818897638
<2>,cd,findall,k -> <1>	confidence:1.0
<1>,cd,findall,k -> <2>	confidence:0.8671875
cd,findall,k -> <1>,<2>	confidence:0.8671875
<1>,<2>,findall,k -> cd	confidence:0.9327731092436975
<2>,findall,k -> <1>,cd	confidence:0.9327731092436975
<2>,cd,findall,ll -> <1>	confidence:1.0
<1>,<2>,findall,ll -> cd	confidence:0.9724137931034482
<2>,findall,ll -> <1>,cd	confidence:0.9724137931034482
<2>,findall -> <1>,cd,ll	confidence:0.8057142857142857
<1>,<2>,findall -> cd,ll	confidence:0.834319526627219
<2>,cd,findall -> <1>,ll	confidence:0.9724137931034482
<1>,<2>,cd,findall -> ll	confidence:0.9724137931034482
<2>,cd,finger,ls -> <1>	confidence:1.0
<1>,<2>,finger,ls -> cd	confidence:0.896551724137931
<2>,finger,ls -> <1>,cd	confidence:0.896551724137931
<2>,cd,finger,rm -> <1>	confidence:1.0
<1>,<2>,finger,rm -> cd	confidence:0.9411764705882353
<2>,finger,rm -> <1>,cd	confidence:0.9411764705882353
<2>,cd,finger,vi -> <1>	confidence:1.0
<1>,<2>,finger,vi -> cd	confidence:0.9567901234567902
<2>,finger,vi -> <1>,cd	confidence:0.9567901234567902
<2>,cd,grep,ll -> <1>	confidence:1.0
<1>,cd,grep,ll -> <2>	confidence:0.9711934156378601
cd,grep,ll -> <1>,<2>	confidence:0.9711934156378601
<1>,<2>,grep,ll -> cd	confidence:0.9957805907172996
<2>,grep,ll -> <1>,cd	confidence:0.9957805907172996
<1>,grep,ll -> <2>,cd	confidence:0.959349593495935
grep,ll -> <1>,<2>,cd	confidence:0.959349593495935
<2>,cd,grep,ls -> <1>	confidence:1.0
<1>,cd,grep,ls -> <2>	confidence:0.889937106918239
cd,grep,ls -> <1>,<2>	confidence:0.889937106918239
<1>,<2>,grep,ls -> cd	confidence:0.9792387543252595
<2>,grep,ls -> <1>,cd	confidence:0.9792387543252595
<1>,grep,ls -> <2>,cd	confidence:0.8549848942598187
grep,ls -> <1>,<2>,cd	confidence:0.8549848942598187
<2>,cd,grep,m -> <1>	confidence:1.0
<1>,cd,grep,m -> <2>	confidence:1.0
cd,grep,m -> <1>,<2>	confidence:1.0
<1>,<2>,grep,m -> cd	confidence:1.0
<2>,grep,m -> <1>,cd	confidence:1.0
<1>,grep,m -> <2>,cd	confidence:0.9911504424778761
grep,m -> <1>,<2>,cd	confidence:0.9911504424778761
<2>,cd,grep,make -> <1>	confidence:1.0
<1>,cd,grep,make -> <2>	confidence:0.9689922480620154
cd,grep,make -> <1>,<2>	confidence:0.9689922480620154
<1>,<2>,grep,make -> cd	confidence:1.0
<2>,grep,make -> <1>,cd	confidence:1.0
<1>,grep,make -> <2>,cd	confidence:0.9689922480620154
grep,make -> <1>,<2>,cd	confidence:0.9689922480620154
<2>,cd,grep,mv -> <1>	confidence:1.0
<1>,cd,grep,mv -> <2>	confidence:1.0
cd,grep,mv -> <1>,<2>	confidence:1.0
<1>,<2>,grep,mv -> cd	confidence:0.9937888198757764
<2>,grep,mv -> <1>,cd	confidence:0.9937888198757764
<1>,grep,mv -> <2>,cd	confidence:0.9937888198757764
grep,mv -> <1>,<2>,cd	confidence:0.9937888198757764
<2>,cd,grep,rm -> <1>	confidence:1.0
<1>,cd,grep,rm -> <2>	confidence:0.9314516129032258
cd,grep,rm -> <1>,<2>	confidence:0.9314516129032258
<1>,<2>,grep,rm -> cd	confidence:0.9829787234042553
<2>,grep,rm -> <1>,cd	confidence:0.9829787234042553
<1>,grep,rm -> <2>,cd	confidence:0.8884615384615384
grep,rm -> <1>,<2>,cd	confidence:0.8884615384615384
<2>,cd,grep,vi -> <1>	confidence:1.0
<1>,cd,grep,vi -> <2>	confidence:0.9418960244648318
cd,grep,vi -> <1>,<2>	confidence:0.9418960244648318
<1>,<2>,grep,vi -> cd	confidence:0.9655172413793104
<2>,grep,vi -> <1>,cd	confidence:0.9655172413793104
<1>,grep,vi -> <2>,cd	confidence:0.9058823529411765
grep,vi -> <1>,<2>,cd	confidence:0.9058823529411765
<2>,cd,grep,| -> <1>	confidence:1.0
<1>,cd,grep,| -> <2>	confidence:0.8245614035087719
cd,grep,| -> <1>,<2>	confidence:0.8245614035087719
<1>,<2>,grep,| -> cd	confidence:0.94
<2>,grep,| -> <1>,cd	confidence:0.94
<2>,cd,k,ll -> <1>	confidence:1.0
<1>,cd,k,ll -> <2>	confidence:0.8235294117647058
cd,k,ll -> <1>,<2>	confidence:0.8235294117647058
<1>,<2>,k,ll -> cd	confidence:0.9790209790209791
<2>,k,ll -> <1>,cd	confidence:0.9790209790209791
<2>,k -> <1>,cd,ll	confidence:0.9302325581395349
<1>,<2>,k -> cd,ll	confidence:0.9302325581395349
<2>,cd,k -> <1>,ll	confidence:0.9859154929577465
<1>,<2>,cd,k -> ll	confidence:0.9859154929577465
<2>,cd,k,m -> <1>	confidence:1.0
<1>,cd,k,m -> <2>	confidence:0.8701923076923077
cd,k,m -> <1>,<2>	confidence:0.8701923076923077
<1>,<2>,k,m -> cd	confidence:0.9731182795698925
<2>,k,m -> <1>,cd	confidence:0.9731182795698925
<1>,k,m -> <2>,cd	confidence:0.8457943925233645
k,m -> <1>,<2>,cd	confidence:0.8418604651162791
<2>,cd,k,man -> <1>	confidence:1.0
<1>,cd,k,man -> <2>	confidence:0.925
cd,k,man -> <1>,<2>	confidence:0.925
<1>,<2>,k,man -> cd	confidence:0.9652173913043478
<2>,k,man -> <1>,cd	confidence:0.9652173913043478
<1>,k,man -> <2>,cd	confidence:0.888
k,man -> <1>,<2>,cd	confidence:0.888
<2>,cd,k,rm -> <1>	confidence:1.0
<1>,cd,k,rm -> <2>	confidence:0.9113924050632911
cd,k,rm -> <1>,<2>	confidence:0.9113924050632911
<1>,<2>,k,rm -> cd	confidence:0.972972972972973
<2>,k,rm -> <1>,cd	confidence:0.972972972972973
<1>,k,rm -> <2>,cd	confidence:0.8780487804878049
k,rm -> <1>,<2>,cd	confidence:0.8780487804878049
<2>,cd,k,vi -> <1>	confidence:1.0
<1>,cd,k,vi -> <2>	confidence:0.9096774193548387
cd,k,vi -> <1>,<2>	confidence:0.9096774193548387
<1>,<2>,k,vi -> cd	confidence:0.9591836734693877
<2>,k,vi -> <1>,cd	confidence:0.9591836734693877
<1>,k,vi -> <2>,cd	confidence:0.8757763975155279
k,vi -> <1>,<2>,cd	confidence:0.8757763975155279
<2>,cd,k,z -> <1>	confidence:1.0
<1>,<2>,k,z -> cd	confidence:0.9447236180904522
<2>,k,z -> <1>,cd	confidence:0.9447236180904522
<2>,cd,less,ls -> <1>	confidence:1.0
<1>,<2>,less,ls -> cd	confidence:0.9921875
<2>,less,ls -> <1>,cd	confidence:0.9921875
<2>,less -> <1>,cd,ls	confidence:0.8523489932885906
<1>,<2>,less -> cd,ls	confidence:0.8523489932885906
<2>,cd,less -> <1>,ls	confidence:0.8698630136986302
<1>,<2>,cd,less -> ls	confidence:0.8698630136986302
<2>,cd,ll,ls -> <1>	confidence:1.0
<1>,<2>,ll,ls -> cd	confidence:0.9957805907172996
<2>,ll,ls -> <1>,cd	confidence:0.9957805907172996
<2>,cd,ll,m -> <1>	confidence:1.0
<1>,cd,ll,m -> <2>	confidence:0.8005780346820809
cd,ll,m -> <1>,<2>	confidence:0.8005780346820809
<1>,<2>,ll,m -> cd	confidence:0.9753521126760564
<2>,ll,m -> <1>,cd	confidence:0.9753521126760564
<1>,<2>,cd,m -> ll	confidence:0.865625
<2>,cd,m -> <1>,ll	confidence:0.865625
<1>,<2>,m -> cd,ll	confidence:0.8005780346820809
<2>,cd,ll,make -> <1>	confidence:1.0
<1>,cd,ll,make -> <2>	confidence:0.948051948051948
cd,ll,make -> <1>,<2>	confidence:0.948051948051948
<1>,<2>,ll,make -> cd	confidence:1.0
<2>,ll,make -> <1>,cd	confidence:1.0
<1>,ll,make -> <2>,cd	confidence:0.948051948051948
ll,make -> <1>,<2>,cd	confidence:0.948051948051948
<2>,cd,ll,man -> <1>	confidence:1.0
<1>,cd,ll,man -> <2>	confidence:0.8677685950413223
cd,ll,man -> <1>,<2>	confidence:0.8677685950413223
<1>,<2>,ll,man -> cd	confidence:0.9813084112149533
<2>,ll,man -> <1>,cd	confidence:0.9813084112149533
<1>,ll,man -> <2>,cd	confidence:0.8366533864541833
ll,man -> <1>,<2>,cd	confidence:0.8366533864541833
<2>,cd,ll,md -> <1>	confidence:1.0
<1>,cd,ll,md -> <2>	confidence:0.9612903225806452
cd,ll,md -> <1>,<2>	confidence:0.9612903225806452
<1>,<2>,ll,md -> cd	confidence:0.9867549668874173
<2>,ll,md -> <1>,cd	confidence:0.9867549668874173
<1>,ll,md -> <2>,cd	confidence:0.9430379746835443
ll,md -> <1>,<2>,cd	confidence:0.9430379746835443
<1>,<2>,cd,md -> ll	confidence:0.9738562091503268
<2>,cd,md -> <1>,ll	confidence:0.9738562091503268
<1>,cd,md -> <2>,ll	confidence:0.9371069182389937
cd,md -> <1>,<2>,ll	confidence:0.9371069182389937
<1>,<2>,md -> cd,ll	confidence:0.9612903225806452
<2>,md -> <1>,cd,ll	confidence:0.9612903225806452
<1>,md -> <2>,cd,ll	confidence:0.9197530864197531
md -> <1>,<2>,cd,ll	confidence:0.9197530864197531
<2>,cd,ll,mv -> <1>	confidence:1.0
<1>,cd,ll,mv -> <2>	confidence:0.9966887417218543
cd,ll,mv -> <1>,<2>	confidence:0.9966887417218543
<1>,<2>,ll,mv -> cd	confidence:0.9804560260586319
<2>,ll,mv -> <1>,cd	confidence:0.9772727272727273
<1>,ll,mv -> <2>,cd	confidence:0.9772727272727273
ll,mv -> <1>,<2>,cd	confidence:0.9741100323624595
<2>,cd,ll,rm -> <1>	confidence:1.0
<1>,cd,ll,rm -> <2>	confidence:0.8603104212860311
cd,ll,rm -> <1>,<2>	confidence:0.8603104212860311
<1>,<2>,ll,rm -> cd	confidence:0.9872773536895675
<2>,ll,rm -> <1>,cd	confidence:0.9872773536895675
<1>,ll,rm -> <2>,cd	confidence:0.8308351177730193
ll,rm -> <1>,<2>,cd	confidence:0.8308351177730193
<2>,cd,ll,vi -> <1>	confidence:1.0
<1>,cd,ll,vi -> <2>	confidence:0.8035019455252919
cd,ll,vi -> <1>,<2>	confidence:0.8035019455252919
<1>,<2>,ll,vi -> cd	confidence:0.9809976247030879
<2>,ll,vi -> <1>,cd	confidence:0.9809976247030879
<2>,cd,ll,wc -> <1>	confidence:1.0
<1>,cd,ll,wc -> <2>	confidence:0.888
cd,ll,wc -> <1>,<2>	confidence:0.888
<1>,<2>,ll,wc -> cd	confidence:0.9910714285714286
<2>,ll,wc -> <1>,cd	confidence:0.9910714285714286
<1>,ll,wc -> <2>,cd	confidence:0.8809523809523809
ll,wc -> <1>,<2>,cd	confidence:0.8809523809523809
<2>,cd,ll,z -> <1>	confidence:1.0
<1>,<2>,ll,z -> cd	confidence:0.9738805970149254
<2>,ll,z -> <1>,cd	confidence:0.9738805970149254
<2>,cd,ll,| -> <1>	confidence:1.0
<1>,cd,ll,| -> <2>	confidence:0.905
cd,ll,| -> <1>,<2>	confidence:0.905
<1>,<2>,ll,| -> cd	confidence:0.9945054945054945
<2>,ll,| -> <1>,cd	confidence:0.9945054945054945
<1>,ll,| -> <2>,cd	confidence:0.8916256157635468
ll,| -> <1>,<2>,cd	confidence:0.8916256157635468
<2>,cd,ls,mail -> <1>	confidence:1.0
<1>,<2>,ls,mail -> cd	confidence:0.8851674641148325
<2>,ls,mail -> <1>,cd	confidence:0.8685446009389671
<1>,<2>,cd,mail -> ls	confidence:0.9536082474226805
<2>,cd,mail -> <1>,ls	confidence:0.9536082474226805
<2>,cd,ls,make -> <1>	confidence:1.0
<1>,cd,ls,make -> <2>	confidence:0.8578680203045685
cd,ls,make -> <1>,<2>	confidence:0.8578680203045685
<1>,<2>,ls,make -> cd	confidence:0.9941176470588236
<2>,ls,make -> <1>,cd	confidence:0.9941176470588236
<1>,ls,make -> <2>,cd	confidence:0.8535353535353535
ls,make -> <1>,<2>,cd	confidence:0.8535353535353535
<2>,cd,ls,man -> <1>	confidence:1.0
<1>,<2>,ls,man -> cd	confidence:0.9731543624161074
<2>,ls,man -> <1>,cd	confidence:0.9731543624161074
<2>,cd,ls,mkdir -> <1>	confidence:1.0
<1>,cd,ls,mkdir -> <2>	confidence:0.9068627450980392
cd,ls,mkdir -> <1>,<2>	confidence:0.9068627450980392
<1>,<2>,ls,mkdir -> cd	confidence:0.9893048128342246
<2>,ls,mkdir -> <1>,cd	confidence:0.9893048128342246
<1>,ls,mkdir -> <2>,cd	confidence:0.8767772511848341
ls,mkdir -> <1>,<2>,cd	confidence:0.8767772511848341
<1>,<2>,cd,mkdir -> ls	confidence:0.925
<2>,cd,mkdir -> <1>,ls	confidence:0.925
<1>,cd,mkdir -> <2>,ls	confidence:0.8333333333333334
cd,mkdir -> <1>,<2>,ls	confidence:0.8333333333333334
<1>,<2>,mkdir -> cd,ls	confidence:0.9158415841584159
<2>,mkdir -> <1>,cd,ls	confidence:0.9158415841584159
<1>,mkdir -> <2>,cd,ls	confidence:0.8043478260869565
mkdir -> <1>,<2>,cd,ls	confidence:0.8043478260869565
<2>,cd,ls,more -> <1>	confidence:1.0
<1>,<2>,ls,more -> cd	confidence:0.9502487562189055
<2>,ls,more -> <1>,cd	confidence:0.9502487562189055
<1>,<2>,cd,more -> ls	confidence:0.9432098765432099
<2>,cd,more -> <1>,ls	confidence:0.9432098765432099
<1>,<2>,more -> cd,ls	confidence:0.880184331797235
<2>,more -> <1>,cd,ls	confidence:0.880184331797235
<2>,cd,ls,mv -> <1>	confidence:1.0
<1>,cd,ls,mv -> <2>	confidence:0.996268656716418
cd,ls,mv -> <1>,<2>	confidence:0.996268656716418
<1>,<2>,ls,mv -> cd	confidence:0.960431654676259
<2>,ls,mv -> <1>,cd	confidence:0.9587073608617595
<1>,ls,mv -> <2>,cd	confidence:0.956989247311828
ls,mv -> <1>,<2>,cd	confidence:0.9552772808586762
<2>,cd,ls,pwd -> <1>	confidence:1.0
<1>,<2>,ls,pwd -> cd	confidence:0.9822485207100592
<2>,ls,pwd -> <1>,cd	confidence:0.9822485207100592
<2>,cd,ls,rlogin -> <1>	confidence:1.0
<1>,<2>,ls,rlogin -> cd	confidence:0.9253731343283582
<2>,ls,rlogin -> <1>,cd	confidence:0.9185185185185185
<2>,cd,ls,rm -> <1>	confidence:1.0
<1>,<2>,ls,rm -> cd	confidence:0.9565846599131693
<2>,ls,rm -> <1>,cd	confidence:0.9538239538239538
<2>,cd,ls,vi -> <1>	confidence:1.0
<1>,<2>,ls,vi -> cd	confidence:0.9572192513368984
<2>,ls,vi -> <1>,cd	confidence:0.9572192513368984
<2>,cd,ls,| -> <1>	confidence:1.0
<1>,<2>,ls,| -> cd	confidence:0.9688715953307393
<2>,ls,| -> <1>,cd	confidence:0.9688715953307393
<2>,cd,m,man -> <1>	confidence:1.0
<1>,cd,m,man -> <2>	confidence:0.9140625
cd,m,man -> <1>,<2>	confidence:0.9140625
<1>,<2>,m,man -> cd	confidence:0.9669421487603306
<2>,m,man -> <1>,cd	confidence:0.9669421487603306
<1>,m,man -> <2>,cd	confidence:0.8796992481203008
m,man -> <1>,<2>,cd	confidence:0.8796992481203008
<2>,cd,m,mv -> <1>	confidence:1.0
<1>,cd,m,mv -> <2>	confidence:1.0
cd,m,mv -> <1>,<2>	confidence:1.0
<1>,<2>,m,mv -> cd	confidence:0.954248366013072
<2>,m,mv -> <1>,cd	confidence:0.954248366013072
<1>,m,mv -> <2>,cd	confidence:0.954248366013072
m,mv -> <1>,<2>,cd	confidence:0.954248366013072
<2>,cd,m,rm -> <1>	confidence:1.0
<1>,cd,m,rm -> <2>	confidence:0.8820754716981132
cd,m,rm -> <1>,<2>	confidence:0.8820754716981132
<1>,<2>,m,rm -> cd	confidence:0.9790575916230366
<2>,m,rm -> <1>,cd	confidence:0.9739583333333334
<1>,m,rm -> <2>,cd	confidence:0.8423423423423423
m,rm -> <1>,<2>,cd	confidence:0.8385650224215246
<2>,cd,m,vi -> <1>	confidence:1.0
<1>,cd,m,vi -> <2>	confidence:0.8624338624338624
cd,m,vi -> <1>,<2>	confidence:0.8624338624338624
<1>,<2>,m,vi -> cd	confidence:0.9588235294117647
<2>,m,vi -> <1>,cd	confidence:0.9588235294117647
<2>,cd,m,z -> <1>	confidence:1.0
<1>,<2>,m,z -> cd	confidence:0.9248554913294798
<2>,m,z -> <1>,cd	confidence:0.9090909090909091
<2>,cd,mail,vi -> <1>	confidence:1.0
<1>,<2>,mail,vi -> cd	confidence:0.896774193548387
<2>,mail,vi -> <1>,cd	confidence:0.896774193548387
<2>,cd,make,mv -> <1>	confidence:1.0
<1>,cd,make,mv -> <2>	confidence:1.0
cd,make,mv -> <1>,<2>	confidence:1.0
<1>,<2>,make,mv -> cd	confidence:1.0
<2>,make,mv -> <1>,cd	confidence:1.0
<1>,make,mv -> <2>,cd	confidence:1.0
make,mv -> <1>,<2>,cd	confidence:1.0
<2>,cd,make,rm -> <1>	confidence:1.0
<1>,cd,make,rm -> <2>	confidence:0.8957345971563981
cd,make,rm -> <1>,<2>	confidence:0.8957345971563981
<1>,<2>,make,rm -> cd	confidence:0.9947368421052631
<2>,make,rm -> <1>,cd	confidence:0.9947368421052631
<1>,make,rm -> <2>,cd	confidence:0.8873239436619719
make,rm -> <1>,<2>,cd	confidence:0.8873239436619719
<2>,cd,make,vi -> <1>	confidence:1.0
<1>,cd,make,vi -> <2>	confidence:0.8878048780487805
cd,make,vi -> <1>,<2>	confidence:0.8878048780487805
<1>,<2>,make,vi -> cd	confidence:0.994535519125683
<2>,make,vi -> <1>,cd	confidence:0.994535519125683
<1>,make,vi -> <2>,cd	confidence:0.8792270531400966
make,vi -> <1>,<2>,cd	confidence:0.8792270531400966
<2>,cd,man,mv -> <1>	confidence:1.0
<1>,cd,man,mv -> <2>	confidence:1.0
cd,man,mv -> <1>,<2>	confidence:1.0
<1>,<2>,man,mv -> cd	confidence:0.9788732394366197
<2>,man,mv -> <1>,cd	confidence:0.9788732394366197
<1>,man,mv -> <2>,cd	confidence:0.9788732394366197
man,mv -> <1>,<2>,cd	confidence:0.9788732394366197
<2>,cd,man,rm -> <1>	confidence:1.0
<1>,cd,man,rm -> <2>	confidence:0.9122807017543859
cd,man,rm -> <1>,<2>	confidence:0.9122807017543859
<1>,<2>,man,rm -> cd	confidence:0.985781990521327
<2>,man,rm -> <1>,cd	confidence:0.985781990521327
<1>,man,rm -> <2>,cd	confidence:0.8851063829787233
man,rm -> <1>,<2>,cd	confidence:0.8851063829787233
<2>,cd,man,vi -> <1>	confidence:1.0
<1>,cd,man,vi -> <2>	confidence:0.857707509881423
cd,man,vi -> <1>,<2>	confidence:0.857707509881423
<1>,<2>,man,vi -> cd	confidence:0.9517543859649122
<2>,man,vi -> <1>,cd	confidence:0.9517543859649122
<1>,man,vi -> <2>,cd	confidence:0.8127340823970037
man,vi -> <1>,<2>,cd	confidence:0.8127340823970037
