&,-l -> <1>,<2>	confidence:0.84472049689441
mkdir,vi -> <1>,<2>	confidence:0.9366197183098591
<2>,more,mv -> <1>	confidence:1.0
<1>,more,mv -> <2>	confidence:0.9942857142857143
more,mv -> <1>,<2>	confidence:0.9942857142857143
<2>,more,rm -> <1>	confidence:1.0
<2>,more,vi -> <1>	confidence:1.0
<2>,more,| -> <1>	confidence:1.0
<2>,mv,pwd -> <1>	confidence:1.0
<1>,mv,pwd -> <2>	confidence:1.0
mv,pwd -> <1>,<2>	confidence:1.0
<2>,mv,rm -> <1>	confidence:0.9979253112033195
<1>,mv,rm -> <2>	confidence:0.9958592132505176
mv,rm -> <1>,<2>	confidence:0.993801652892562
<2>,mv,tar -> <1>	confidence:1.0
<1>,mv,tar -> <2>	confidence:0.9921259842519685
mv,tar -> <1>,<2>	confidence:0.9921259842519685
<2>,mv,vi -> <1>	confidence:1.0
<1>,mv,vi -> <2>	confidence:0.9958071278825996
mv,vi -> <1>,<2>	confidence:0.9958071278825996
<2>,mv,z -> <1>	confidence:0.9928057553956835
<1>,mv,z -> <2>	confidence:0.9928057553956835
mv,z -> <1>,<2>	confidence:0.9857142857142858
<2>,mv,| -> <1>	confidence:1.0
<1>,mv,| -> <2>	confidence:0.99
mv,| -> <1>,<2>	confidence:0.99
<2>,pwd,rm -> <1>	confidence:1.0
<1>,pwd,rm -> <2>	confidence:0.844311377245509
pwd,rm -> <1>,<2>	confidence:0.844311377245509
<2>,pwd,vi -> <1>	confidence:1.0
<1>,pwd,vi -> <2>	confidence:0.8431372549019608
pwd,vi -> <1>,<2>	confidence:0.8431372549019608
<2>,rlogin,rm -> <1>	confidence:1.0
<1>,rlogin,rm -> <2>	confidence:0.8582089552238806
rlogin,rm -> <1>,<2>	confidence:0.8582089552238806
<2>,rlogin,vi -> <1>	confidence:1.0
<1>,rlogin,vi -> <2>	confidence:0.8074534161490683
rlogin,vi -> <1>,<2>	confidence:0.8074534161490683
<2>,rm,tar -> <1>	confidence:1.0
<1>,rm,tar -> <2>	confidence:0.9527027027027027
rm,tar -> <1>,<2>	confidence:0.9527027027027027
<2>,rm,vi -> <1>	confidence:1.0
<2>,rm,z -> <1>	confidence:0.993421052631579
<2>,rm,| -> <1>	confidence:1.0
<1>,rm,| -> <2>	confidence:0.8315412186379928
rm,| -> <1>,<2>	confidence:0.8315412186379928
<2>,vi,z -> <1>	confidence:1.0
<2>,vi,| -> <1>	confidence:1.0
<1>,vi,| -> <2>	confidence:0.8132911392405063
vi,| -> <1>,<2>	confidence:0.8132911392405063
<3>,cat,cd -> <1>	confidence:1.0
<3>,cat -> <1>,cd	confidence:0.9826086956521739
<1>,<3>,cat -> cd	confidence:0.9826086956521739
<3>,cd,cp -> <1>	confidence:1.0
<1>,<3>,cp -> cd	confidence:1.0
<3>,cp -> <1>,cd	confidence:1.0
<3>,cd,ll -> <1>	confidence:1.0
<1>,<3>,ll -> cd	confidence:0.9948186528497409
<3>,ll -> <1>,cd	confidence:0.9948186528497409
<3>,cd,ls -> <1>	confidence:1.0
<1>,<3>,ls -> cd	confidence:0.963302752293578
<3>,ls -> <1>,cd	confidence:0.958904109589041
<3>,cd,mv -> <1>	confidence:1.0
<1>,<3>,mv -> cd	confidence:1.0
<3>,mv -> <1>,cd	confidence:1.0
<3>,cd,rm -> <1>	confidence:1.0
<1>,<3>,rm -> cd	confidence:0.9910313901345291
<3>,rm -> <1>,cd	confidence:0.9910313901345291
<3>,cd,vi -> <1>	confidence:1.0
<1>,<3>,vi -> cd	confidence:0.9658536585365853
<3>,vi -> <1>,cd	confidence:0.9658536585365853
<3>,ll,rm -> <1>	confidence:1.0
<3>,ll,vi -> <1>	confidence:1.0
<3>,ls,rm -> <1>	confidence:1.0
<3>,ls,vi -> <1>	confidence:1.0
<3>,mv,rm -> <1>	confidence:1.0
<3>,rm,vi -> <1>	confidence:1.0
>,cat,cd -> <1>	confidence:1.0
>,cat -> <1>,cd	confidence:0.983739837398374
<1>,>,cat -> cd	confidence:0.983739837398374
>,cd,cp -> <1>	confidence:1.0
<1>,>,cp -> cd	confidence:0.9940119760479041
>,cp -> <1>,cd	confidence:0.9940119760479041
>,cd,grep -> <1>	confidence:1.0
<1>,>,grep -> cd	confidence:0.9916666666666667
>,grep -> <1>,cd	confidence:0.9916666666666667
>,cd,ll -> <1>	confidence:1.0
<1>,>,ll -> cd	confidence:0.9857142857142858
>,ll -> <1>,cd	confidence:0.9857142857142858
>,cd,ls -> <1>	confidence:1.0
<1>,>,ls -> cd	confidence:0.9659574468085106
>,ls -> <1>,cd	confidence:0.9659574468085106
>,cd,mv -> <1>	confidence:1.0
<1>,>,mv -> cd	confidence:0.9941176470588236
>,mv -> <1>,cd	confidence:0.9941176470588236
>,cd,rm -> <1>	confidence:1.0
<1>,>,rm -> cd	confidence:0.9645390070921985
>,rm -> <1>,cd	confidence:0.9645390070921985
>,cd,vi -> <1>	confidence:1.0
<1>,>,vi -> cd	confidence:0.9678714859437751
>,vi -> <1>,cd	confidence:0.9678714859437751
>,cd,| -> <1>	confidence:1.0
<1>,>,| -> cd	confidence:0.9918032786885246
>,| -> <1>,cd	confidence:0.9918032786885246
>,cp,rm -> <1>	confidence:1.0
>,cp -> <1>,rm	confidence:0.8083832335329342
<1>,>,cp -> rm	confidence:0.8083832335329342
>,cp,vi -> <1>	confidence:1.0
>,ll,rm -> <1>	confidence:1.0
>,ll,vi -> <1>	confidence:1.0
>,ls,rm -> <1>	confidence:1.0
>,ls,vi -> <1>	confidence:1.0
>,mv,rm -> <1>	confidence:1.0
>,mv,vi -> <1>	confidence:1.0
>,rm,vi -> <1>	confidence:1.0
a.out,cd,ls -> <1>	confidence:1.0
<1>,a.out,ls -> cd	confidence:0.9913793103448276
a.out,ls -> <1>,cd	confidence:0.9913793103448276
cat,cd,cp -> <1>	confidence:1.0
<1>,cat,cp -> cd	confidence:0.991869918699187
cat,cp -> <1>,cd	confidence:0.991869918699187
cat,cd,grep -> <1>	confidence:1.0
<1>,cat,grep -> cd	confidence:1.0
cat,grep -> <1>,cd	confidence:1.0
cat,cd,ll -> <1>	confidence:1.0
<1>,cat,ll -> cd	confidence:0.9867256637168141
cat,ll -> <1>,cd	confidence:0.9867256637168141
cat,cd,ls -> <1>	confidence:1.0
<1>,cat,ls -> cd	confidence:0.9476439790575916
cat,ls -> <1>,cd	confidence:0.9476439790575916
cat,cd,mv -> <1>	confidence:1.0
<1>,cat,mv -> cd	confidence:0.9928571428571429
cat,mv -> <1>,cd	confidence:0.9928571428571429
cat,cd,rm -> <1>	confidence:1.0
<1>,cat,rm -> cd	confidence:0.9754901960784313
cat,rm -> <1>,cd	confidence:0.9754901960784313
cat,cd,vi -> <1>	confidence:1.0
<1>,cat,vi -> cd	confidence:0.9504504504504504
cat,vi -> <1>,cd	confidence:0.9504504504504504
cat,ll,rm -> <1>	confidence:1.0
cat,ll,vi -> <1>	confidence:1.0
cat,ls,rm -> <1>	confidence:1.0
cat,ls,vi -> <1>	confidence:1.0
cat,rm,vi -> <1>	confidence:1.0
cd,cdn,ls -> <1>	confidence:1.0
<1>,cdn,ls -> cd	confidence:0.9926470588235294
cdn,ls -> <1>,cd	confidence:0.9926470588235294
cdn -> <1>,cd,ls	confidence:0.9712230215827338
<1>,cdn -> cd,ls	confidence:0.9712230215827338
cd,cdn -> <1>,ls	confidence:0.9782608695652174
<1>,cd,cdn -> ls	confidence:0.9782608695652174
cd,chmod,ll -> <1>	confidence:1.0
<1>,chmod,ll -> cd	confidence:0.9856115107913669
chmod,ll -> <1>,cd	confidence:0.9785714285714285
cd,chmod,ls -> <1>	confidence:1.0
<1>,chmod,ls -> cd	confidence:0.9448275862068966
chmod,ls -> <1>,cd	confidence:0.9448275862068966
cd,chmod,mv -> <1>	confidence:1.0
<1>,chmod,mv -> cd	confidence:0.9647887323943662
chmod,mv -> <1>,cd	confidence:0.958041958041958
cd,chmod,rm -> <1>	confidence:1.0
<1>,chmod,rm -> cd	confidence:0.9645390070921985
chmod,rm -> <1>,cd	confidence:0.9645390070921985
cd,chmod,vi -> <1>	confidence:1.0
<1>,chmod,vi -> cd	confidence:0.9556962025316456
chmod,vi -> <1>,cd	confidence:0.9556962025316456
cd,clear,ls -> <1>	confidence:1.0
<1>,clear,ls -> cd	confidence:0.8516949152542372
clear,ls -> <1>,cd	confidence:0.8305785123966942
cd,clear -> <1>,ls	confidence:0.8137651821862348
<1>,cd,clear -> ls	confidence:0.8137651821862348
cd,clear,z -> <1>	confidence:1.0
cd,cp,elm -> <1>	confidence:1.0
<1>,cp,elm -> cd	confidence:0.9367088607594937
cp,elm -> <1>,cd	confidence:0.9367088607594937
cd,cp,exit -> <1>	confidence:1.0
<1>,cp,exit -> cd	confidence:0.9554140127388535
cp,exit -> <1>,cd	confidence:0.9493670886075949
cd,cp,fg -> <1>	confidence:1.0
<1>,cp,fg -> cd	confidence:0.9834710743801653
cp,fg -> <1>,cd	confidence:0.9834710743801653
cd,cp,grep -> <1>	confidence:1.0
<1>,cp,grep -> cd	confidence:1.0
cp,grep -> <1>,cd	confidence:1.0
cd,cp,ll -> <1>	confidence:1.0
<1>,cp,ll -> cd	confidence:0.9933554817275747
cp,ll -> <1>,cd	confidence:0.9933554817275747
cd,cp,ls -> <1>	confidence:1.0
<1>,cp,ls -> cd	confidence:0.9789029535864979
cp,ls -> <1>,cd	confidence:0.9789029535864979
cd,cp,m -> <1>	confidence:1.0
<1>,cp,m -> cd	confidence:0.9761904761904762
cp,m -> <1>,cd	confidence:0.9761904761904762
cd,cp,make -> <1>	confidence:1.0
<1>,cp,make -> cd	confidence:1.0
cp,make -> <1>,cd	confidence:1.0
cd,cp,man -> <1>	confidence:1.0
<1>,cp,man -> cd	confidence:1.0
cp,man -> <1>,cd	confidence:1.0
cd,cp,more -> <1>	confidence:1.0
<1>,cp,more -> cd	confidence:0.9746835443037974
cp,more -> <1>,cd	confidence:0.9746835443037974
cd,cp,mv -> <1>	confidence:1.0
<1>,cp,mv -> cd	confidence:0.9868852459016394
cp,mv -> <1>,cd	confidence:0.9868852459016394
cd,cp,pwd -> <1>	confidence:1.0
<1>,cp,pwd -> cd	confidence:1.0
cp,pwd -> <1>,cd	confidence:1.0
cd,cp,rm -> <1>	confidence:1.0
<1>,cp,rm -> cd	confidence:0.9758454106280193
cp,rm -> <1>,cd	confidence:0.9758454106280193
cd,cp,vi -> <1>	confidence:1.0
<1>,cp,vi -> cd	confidence:0.9742489270386266
cp,vi -> <1>,cd	confidence:0.9742489270386266
cd,cp,| -> <1>	confidence:1.0
<1>,cp,| -> cd	confidence:0.9877300613496932
cp,| -> <1>,cd	confidence:0.9877300613496932
cd,ct,ll -> <1>	confidence:1.0
<1>,ct,ll -> cd	confidence:0.879746835443038
ct,ll -> <1>,cd	confidence:0.879746835443038
ct -> <1>,cd,ll	confidence:0.8373493975903614
<1>,ct -> cd,ll	confidence:0.852760736196319
cd,ct -> <1>,ll	confidence:0.972027972027972
<1>,cd,ct -> ll	confidence:0.9788732394366197
cd,date,elm -> <1>	confidence:1.0
cd,date,ls -> <1>	confidence:1.0
<1>,date,ls -> cd	confidence:0.8465116279069768
date,ls -> <1>,cd	confidence:0.8425925925925926
cd,date -> <1>,ls	confidence:0.8125
<1>,cd,date -> ls	confidence:0.8125
cd,date,rm -> <1>	confidence:1.0
<1>,date,rm -> cd	confidence:0.937007874015748
date,rm -> <1>,cd	confidence:0.937007874015748
cd,date,vi -> <1>	confidence:1.0
<1>,date,vi -> cd	confidence:0.9032258064516129
date,vi -> <1>,cd	confidence:0.9032258064516129
cd,diff,ls -> <1>	confidence:1.0
<1>,diff,ls -> cd	confidence:0.9927536231884058
diff,ls -> <1>,cd	confidence:0.9927536231884058
cd,diff,rm -> <1>	confidence:1.0
<1>,diff,rm -> cd	confidence:0.9826086956521739
diff,rm -> <1>,cd	confidence:0.9826086956521739
cd,diff,vi -> <1>	confidence:1.0
<1>,diff,vi -> cd	confidence:0.984375
diff,vi -> <1>,cd	confidence:0.984375
cd,dir,ll -> <1>	confidence:1.0
<1>,dir,ll -> cd	confidence:0.9934640522875817
dir,ll -> <1>,cd	confidence:0.9934640522875817
cd,dir,ls -> <1>	confidence:1.0
<1>,dir,ls -> cd	confidence:0.9426229508196722
dir,ls -> <1>,cd	confidence:0.9274193548387096
cd,dir,rm -> <1>	confidence:1.0
<1>,dir,rm -> cd	confidence:0.9701492537313433
dir,rm -> <1>,cd	confidence:0.9629629629629629
cd,dir,vi -> <1>	confidence:1.0
<1>,dir,vi -> cd	confidence:0.9942857142857143
dir,vi -> <1>,cd	confidence:0.9942857142857143
cd,elm,exit -> <1>	confidence:1.0
cd,elm,fg -> <1>	confidence:1.0
cd,elm,finger -> <1>	confidence:1.0
cd,elm,grep -> <1>	confidence:1.0
cd,elm,ll -> <1>	confidence:1.0
<1>,elm,ll -> cd	confidence:0.9226519337016574
elm,ll -> <1>,cd	confidence:0.9175824175824175
cd,elm,lo -> <1>	confidence:1.0
<1>,cd,lo -> elm	confidence:0.8053691275167785
cd,lo -> <1>,elm	confidence:0.8053691275167785
cd,elm,ls -> <1>	confidence:1.0
cd,elm,mail -> <1>	confidence:1.0
cd,elm,more -> <1>	confidence:1.0
cd,elm,mv -> <1>	confidence:1.0
<1>,elm,mv -> cd	confidence:0.9219512195121952
elm,mv -> <1>,cd	confidence:0.9174757281553398
cd,elm,rm -> <1>	confidence:1.0
cd,elm,vi -> <1>	confidence:1.0
<1>,elm,vi -> cd	confidence:0.8189655172413793
elm,vi -> <1>,cd	confidence:0.8189655172413793
cd,elm,| -> <1>	confidence:1.0
cd,emacs,ll -> <1>	confidence:1.0
<1>,emacs,ll -> cd	confidence:0.9393939393939394
emacs,ll -> <1>,cd	confidence:0.9393939393939394
cd,emacs,ls -> <1>	confidence:1.0
<1>,emacs,ls -> cd	confidence:0.8618421052631579
cd,emacs,rm -> <1>	confidence:1.0
<1>,emacs,rm -> cd	confidence:0.9246575342465754
emacs,rm -> <1>,cd	confidence:0.9246575342465754
cd,exit,fg -> <1>	confidence:1.0
cd,exit,finger -> <1>	confidence:1.0
cd,exit,grep -> <1>	confidence:1.0
cd,exit,ll -> <1>	confidence:1.0
<1>,exit,ll -> cd	confidence:0.920863309352518
exit,ll -> <1>,cd	confidence:0.920863309352518
cd,exit,ls -> <1>	confidence:1.0
<1>,exit,ls -> cd	confidence:0.8440567066521265
exit,ls -> <1>,cd	confidence:0.8037383177570093
cd,exit -> <1>,ls	confidence:0.8927335640138409
<1>,cd,exit -> ls	confidence:0.8927335640138409
cd,exit,mail -> <1>	confidence:1.0
cd,exit,more -> <1>	confidence:1.0
<1>,exit,more -> cd	confidence:0.8688524590163934
exit,more -> <1>,cd	confidence:0.8617886178861789
cd,exit,mv -> <1>	confidence:1.0
<1>,exit,mv -> cd	confidence:0.9425287356321839
exit,mv -> <1>,cd	confidence:0.9425287356321839
cd,exit,rm -> <1>	confidence:1.0
<1>,exit,rm -> cd	confidence:0.8493150684931506
exit,rm -> <1>,cd	confidence:0.8493150684931506
cd,exit,vi -> <1>	confidence:1.0
<1>,exit,vi -> cd	confidence:0.8719611021069692
exit,vi -> <1>,cd	confidence:0.8719611021069692
cd,exit,| -> <1>	confidence:1.0
cd,f,ll -> <1>	confidence:1.0
<1>,f,ll -> cd	confidence:0.9318181818181818
f,ll -> <1>,cd	confidence:0.9318181818181818
cd,f,rm -> <1>	confidence:1.0
<1>,f,rm -> cd	confidence:0.9032258064516129
f,rm -> <1>,cd	confidence:0.9032258064516129
cd,f,vi -> <1>	confidence:1.0
<1>,f,vi -> cd	confidence:0.8456375838926175
f,vi -> <1>,cd	confidence:0.8456375838926175
cd,f,z -> <1>	confidence:1.0
cd,fg,grep -> <1>	confidence:1.0
<1>,fg,grep -> cd	confidence:0.875
fg,grep -> <1>,cd	confidence:0.8682170542635659
cd,fg,ll -> <1>	confidence:1.0
<1>,fg,ll -> cd	confidence:0.9206349206349206
fg,ll -> <1>,cd	confidence:0.9206349206349206
cd,fg,ls -> <1>	confidence:1.0
<1>,fg,ls -> cd	confidence:0.830379746835443
fg,ls -> <1>,cd	confidence:0.8138957816377171
cd,fg,more -> <1>	confidence:1.0
cd,fg,mv -> <1>	confidence:1.0
<1>,fg,mv -> cd	confidence:0.9568345323741008
fg,mv -> <1>,cd	confidence:0.9568345323741008
cd,fg,rm -> <1>	confidence:1.0
<1>,fg,rm -> cd	confidence:0.8464566929133859
fg,rm -> <1>,cd	confidence:0.8464566929133859
cd,fg,vi -> <1>	confidence:1.0
<1>,fg,vi -> cd	confidence:0.8685567010309279
fg,vi -> <1>,cd	confidence:0.8685567010309279
cd,findall,k -> <1>	confidence:1.0
<1>,findall,k -> cd	confidence:0.8888888888888888
findall,k -> <1>,cd	confidence:0.8888888888888888
cd,findall,ll -> <1>	confidence:1.0
<1>,findall,ll -> cd	confidence:0.9333333333333333
findall,ll -> <1>,cd	confidence:0.9333333333333333
cd,findall -> <1>,ll	confidence:0.9381443298969072
<1>,cd,findall -> ll	confidence:0.9381443298969072
cd,finger,ls -> <1>	confidence:1.0
cd,finger,rm -> <1>	confidence:1.0
<1>,finger,rm -> cd	confidence:0.8579881656804734
finger,rm -> <1>,cd	confidence:0.8579881656804734
cd,finger,vi -> <1>	confidence:1.0
<1>,finger,vi -> cd	confidence:0.8755020080321285
finger,vi -> <1>,cd	confidence:0.8755020080321285
cd,ftp,ls -> <1>	confidence:1.0
<1>,ftp,ls -> cd	confidence:0.9019607843137255
ftp,ls -> <1>,cd	confidence:0.8961038961038961
cd,ftp -> <1>,ls	confidence:0.9387755102040817
<1>,cd,ftp -> ls	confidence:0.9387755102040817
cd,grep,ll -> <1>	confidence:1.0
<1>,grep,ll -> cd	confidence:0.9878048780487805
grep,ll -> <1>,cd	confidence:0.9878048780487805
cd,grep,ls -> <1>	confidence:1.0
<1>,grep,ls -> cd	confidence:0.9607250755287009
grep,ls -> <1>,cd	confidence:0.9607250755287009
cd,grep,m -> <1>	confidence:1.0
<1>,grep,m -> cd	confidence:0.9911504424778761
grep,m -> <1>,cd	confidence:0.9911504424778761
cd,grep,make -> <1>	confidence:1.0
<1>,grep,make -> cd	confidence:1.0
grep,make -> <1>,cd	confidence:1.0
cd,grep,man -> <1>	confidence:1.0
<1>,grep,man -> cd	confidence:0.9338842975206612
grep,man -> <1>,cd	confidence:0.9338842975206612
cd,grep,more -> <1>	confidence:1.0
<1>,grep,more -> cd	confidence:0.940677966101695
grep,more -> <1>,cd	confidence:0.940677966101695
cd,grep,mv -> <1>	confidence:1.0
<1>,grep,mv -> cd	confidence:0.9937888198757764
grep,mv -> <1>,cd	confidence:0.9937888198757764
cd,grep,rm -> <1>	confidence:1.0
<1>,grep,rm -> cd	confidence:0.9538461538461539
grep,rm -> <1>,cd	confidence:0.9538461538461539
cd,grep,vi -> <1>	confidence:1.0
<1>,grep,vi -> cd	confidence:0.961764705882353
grep,vi -> <1>,cd	confidence:0.961764705882353
cd,grep,| -> <1>	confidence:1.0
cd,head,vi -> <1>	confidence:1.0
<1>,head,vi -> cd	confidence:0.9826086956521739
head,vi -> <1>,cd	confidence:0.9826086956521739
cd,k,ll -> <1>	confidence:1.0
<1>,k,ll -> cd	confidence:0.9686609686609686
k,ll -> <1>,cd	confidence:0.9686609686609686
k -> <1>,cd,ll	confidence:0.8252427184466019
<1>,k -> cd,ll	confidence:0.8272506082725061
cd,k -> <1>,ll	confidence:0.9264305177111717
<1>,cd,k -> ll	confidence:0.9264305177111717
cd,k,m -> <1>	confidence:1.0
<1>,k,m -> cd	confidence:0.9719626168224299
k,m -> <1>,cd	confidence:0.9674418604651163
cd,k,man -> <1>	confidence:1.0
<1>,k,man -> cd	confidence:0.96
k,man -> <1>,cd	confidence:0.96
cd,k,rm -> <1>	confidence:1.0
<1>,k,rm -> cd	confidence:0.9634146341463414
k,rm -> <1>,cd	confidence:0.9634146341463414
cd,k,vi -> <1>	confidence:1.0
<1>,k,vi -> cd	confidence:0.9627329192546584
k,vi -> <1>,cd	confidence:0.9627329192546584
cd,k,z -> <1>	confidence:1.0
<1>,k,z -> cd	confidence:0.9025270758122743
k,z -> <1>,cd	confidence:0.9025270758122743
cd,less,ls -> <1>	confidence:1.0
<1>,less,ls -> cd	confidence:0.9655172413793104
less,ls -> <1>,cd	confidence:0.9655172413793104
less -> <1>,cd,ls	confidence:0.8
<1>,less -> cd,ls	confidence:0.8038277511961722
cd,less -> <1>,ls	confidence:0.865979381443299
<1>,cd,less -> ls	confidence:0.865979381443299
cd,ll,ls -> <1>	confidence:1.0
<1>,ll,ls -> cd	confidence:0.9595015576323987
ll,ls -> <1>,cd	confidence:0.9595015576323987
cd,ll,m -> <1>	confidence:1.0
<1>,ll,m -> cd	confidence:0.9637883008356546
ll,m -> <1>,cd	confidence:0.9637883008356546
<1>,cd,m -> ll	confidence:0.810304449648712
cd,m -> <1>,ll	confidence:0.810304449648712
cd,ll,make -> <1>	confidence:1.0
<1>,ll,make -> cd	confidence:1.0
ll,make -> <1>,cd	confidence:1.0
cd,ll,man -> <1>	confidence:1.0
<1>,ll,man -> cd	confidence:0.9641434262948207
ll,man -> <1>,cd	confidence:0.9641434262948207
cd,ll,md -> <1>	confidence:1.0
<1>,ll,md -> cd	confidence:0.9810126582278481
ll,md -> <1>,cd	confidence:0.9810126582278481
<1>,cd,md -> ll	confidence:0.9748427672955975
cd,md -> <1>,ll	confidence:0.9748427672955975
<1>,md -> cd,ll	confidence:0.9567901234567902
md -> <1>,cd,ll	confidence:0.9567901234567902
cd,ll,mv -> <1>	confidence:1.0
<1>,ll,mv -> cd	confidence:0.9805194805194806
ll,mv -> <1>,cd	confidence:0.9773462783171522
cd,ll,pwd -> <1>	confidence:1.0
<1>,ll,pwd -> cd	confidence:0.9696969696969697
ll,pwd -> <1>,cd	confidence:0.9696969696969697
cd,ll,rm -> <1>	confidence:1.0
<1>,ll,rm -> cd	confidence:0.9657387580299786
ll,rm -> <1>,cd	confidence:0.9657387580299786
cd,ll,vi -> <1>	confidence:1.0
<1>,ll,vi -> cd	confidence:0.9771863117870723
ll,vi -> <1>,cd	confidence:0.9771863117870723
cd,ll,wc -> <1>	confidence:1.0
<1>,ll,wc -> cd	confidence:0.9920634920634921
ll,wc -> <1>,cd	confidence:0.9920634920634921
cd,ll,z -> <1>	confidence:1.0
<1>,ll,z -> cd	confidence:0.9383886255924171
ll,z -> <1>,cd	confidence:0.9383886255924171
cd,ll,| -> <1>	confidence:1.0
<1>,ll,| -> cd	confidence:0.9852216748768473
ll,| -> <1>,cd	confidence:0.9852216748768473
cd,lo,ls -> <1>	confidence:1.0
<1>,lo,ls -> cd	confidence:0.8757763975155279
lo,ls -> <1>,cd	confidence:0.8545454545454545
cd,lo -> <1>,ls	confidence:0.9463087248322147
<1>,cd,lo -> ls	confidence:0.9463087248322147
cd,ls,m -> <1>	confidence:1.0
<1>,ls,m -> cd	confidence:0.8642857142857143
ls,m -> <1>,cd	confidence:0.8344827586206897
cd,ls,mail -> <1>	confidence:1.0
<1>,cd,mail -> ls	confidence:0.9046153846153846
cd,mail -> <1>,ls	confidence:0.9046153846153846
cd,ls,make -> <1>	confidence:1.0
<1>,ls,make -> cd	confidence:0.9949494949494949
ls,make -> <1>,cd	confidence:0.9949494949494949
cd,ls,man -> <1>	confidence:1.0
<1>,ls,man -> cd	confidence:0.9211822660098522
ls,man -> <1>,cd	confidence:0.9211822660098522
cd,ls,mkdir -> <1>	confidence:1.0
<1>,ls,mkdir -> cd	confidence:0.966824644549763
ls,mkdir -> <1>,cd	confidence:0.966824644549763
<1>,cd,mkdir -> ls	confidence:0.918918918918919
cd,mkdir -> <1>,ls	confidence:0.918918918918919
<1>,mkdir -> cd,ls	confidence:0.8869565217391304
mkdir -> <1>,cd,ls	confidence:0.8869565217391304
cd,ls,more -> <1>	confidence:1.0
<1>,ls,more -> cd	confidence:0.9156626506024096
ls,more -> <1>,cd	confidence:0.9142857142857143
<1>,cd,more -> ls	confidence:0.9282442748091603
cd,more -> <1>,ls	confidence:0.9282442748091603
cd,ls,mv -> <1>	confidence:1.0
<1>,ls,mv -> cd	confidence:0.9605734767025089
ls,mv -> <1>,cd	confidence:0.9588550983899821
cd,ls,pwd -> <1>	confidence:1.0
<1>,ls,pwd -> cd	confidence:0.9634703196347032
ls,pwd -> <1>,cd	confidence:0.9547511312217195
cd,ls,quota -> <1>	confidence:1.0
<1>,ls,quota -> cd	confidence:0.8534031413612565
ls,quota -> <1>,cd	confidence:0.806930693069307
<1>,cd,quota -> ls	confidence:0.8316326530612245
cd,quota -> <1>,ls	confidence:0.8316326530612245
cd,ls,rlogin -> <1>	confidence:1.0
<1>,ls,rlogin -> cd	confidence:0.8340807174887892
ls,rlogin -> <1>,cd	confidence:0.8303571428571429
cd,ls,rm -> <1>	confidence:1.0
<1>,ls,rm -> cd	confidence:0.8842504743833017
ls,rm -> <1>,cd	confidence:0.8825757575757576
cd,ls,setenv -> <1>	confidence:1.0
<1>,ls,setenv -> cd	confidence:0.925
ls,setenv -> <1>,cd	confidence:0.8809523809523809
cd,ls,tail -> <1>	confidence:1.0
<1>,ls,tail -> cd	confidence:0.9852941176470589
ls,tail -> <1>,cd	confidence:0.9852941176470589
cd,ls,tar -> <1>	confidence:1.0
<1>,ls,tar -> cd	confidence:1.0
ls,tar -> <1>,cd	confidence:1.0
cd,ls,vi -> <1>	confidence:1.0
<1>,ls,vi -> cd	confidence:0.9182908545727136
ls,vi -> <1>,cd	confidence:0.9182908545727136
cd,ls,z -> <1>	confidence:1.0
<1>,ls,z -> cd	confidence:0.8985507246376812
ls,z -> <1>,cd	confidence:0.8732394366197183
cd,ls,| -> <1>	confidence:1.0
<1>,ls,| -> cd	confidence:0.9397260273972603
ls,| -> <1>,cd	confidence:0.9371584699453552
cd,m,man -> <1>	confidence:1.0
<1>,m,man -> cd	confidence:0.9624060150375939
m,man -> <1>,cd	confidence:0.9624060150375939
cd,m,mv -> <1>	confidence:1.0
<1>,m,mv -> cd	confidence:0.954248366013072
m,mv -> <1>,cd	confidence:0.954248366013072
cd,m,rm -> <1>	confidence:1.0
<1>,m,rm -> cd	confidence:0.954954954954955
m,rm -> <1>,cd	confidence:0.9506726457399103
cd,m,vi -> <1>	confidence:1.0
<1>,m,vi -> cd	confidence:0.9043062200956937
m,vi -> <1>,cd	confidence:0.9043062200956937
cd,m,z -> <1>	confidence:1.0
<1>,m,z -> cd	confidence:0.8064516129032258
cd,mail,rm -> <1>	confidence:1.0
cd,mail,vi -> <1>	confidence:1.0
<1>,mail,vi -> cd	confidence:0.8106060606060606
mail,vi -> <1>,cd	confidence:0.8106060606060606
cd,make,mv -> <1>	confidence:1.0
<1>,make,mv -> cd	confidence:1.0
make,mv -> <1>,cd	confidence:1.0
cd,make,rm -> <1>	confidence:1.0
<1>,make,rm -> cd	confidence:0.9906103286384976
make,rm -> <1>,cd	confidence:0.9906103286384976
cd,make,vi -> <1>	confidence:1.0
<1>,make,vi -> cd	confidence:0.9903381642512077
make,vi -> <1>,cd	confidence:0.9903381642512077
cd,man,mv -> <1>	confidence:1.0
<1>,man,mv -> cd	confidence:0.9788732394366197
man,mv -> <1>,cd	confidence:0.9788732394366197
cd,man,rm -> <1>	confidence:1.0
<1>,man,rm -> cd	confidence:0.9702127659574468
man,rm -> <1>,cd	confidence:0.9702127659574468
cd,man,vi -> <1>	confidence:1.0
<1>,man,vi -> cd	confidence:0.947565543071161
man,vi -> <1>,cd	confidence:0.947565543071161
cd,man,z -> <1>	confidence:1.0
<1>,man,z -> cd	confidence:0.8407643312101911
man,z -> <1>,cd	confidence:0.8407643312101911
cd,man,| -> <1>	confidence:1.0
<1>,man,| -> cd	confidence:0.9032258064516129
